tconst,ordering,nconst,category,characters,averageRating,numVotes,directors,writers,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres,decennie_startYear,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,title,region,language,isOriginalTitle,overview
tt0431979,8,nm0504268,actor,"M. Derouère, le père d'Antoine",6.9,2650,nm0064741,"nm0064741,nm0117572,nm1168141,nm0029762",movie,Le petit lieutenant,0.0,2005.0,110.0,"Crime,Drama",2000.0,Jean Lespert,1942.0,2023.0,actor,"tt1468345,tt0431979,tt0209223,tt0377673",Le petit lieutenant,FR,fr,0,A rookie policeman from provincial Le Havre volunteers for the high pressure Parisian homicide bureau and is assigned to a middle-aged woman detective.
tt0354575,4,nm0034267,actress,The Perfect Woman (segment \Obstruction #1 - The Perfect Human: Cuba\),7.4,9248,"nm0504654,nm0001885","nm1452387,nm1300606,nm0504654,nm0001885",movie,De fem benspænd,0.0,2003.0,90.0,Documentary,2000.0,Jacqueline Arenal,,,actress,"tt18974572,tt0469713,tt0096689,tt0227224",Five Obstructions,FR,fr,0,"Lars von Trier challenges his mentor, filmmaker Jørgen Leth, to remake Leth’s 1967 short film The Perfect Human five times, each with a different set of bizarre and challenging rules."
tt0211387,5,nm0505764,actress,Véra,6.7,6944,nm0654830,"nm0001202,nm0654830",movie,Gouttes d'eau sur pierres brûlantes,0.0,2000.0,82.0,"Comedy,Drama,Romance",2000.0,Anna Thomson,1953.0,,actress,"tt0108399,tt0089017,tt0105695,tt0109506",Gouttes d'eau sur pierres brûlantes,FR,fr,0,"In 1970s Germany, Leopold, a 50-year-old businessman, picks up and seduces 20-year old Franz, who swiftly moves into his bachelor pad. Their cozy relationship soon sours as Leopold turns cranky and argumentative. When Franz's buxom blond girlfriend surfaces, and then Leopold's elegant and enigmatic ex, things get funnier, steamier and a lot more complicated."
tt0355954,7,nm1734994,actor,Alan - Age 6,5.2,10847,nm0308376,"nm0308376,nm0000175",movie,Riding the Bullet,0.0,2004.0,98.0,"Horror,Thriller",2000.0,Jackson Warris,,,actor,"tt1381404,tt0279600,tt0355954,tt1637727",Riding the Bullet,FR,fr,0,"In 1969, while studying at the University of Maine, artist Alan Parker becomes obsessed with death. Believing he is losing his girlfriend, he tries to commit suicide on his birthday but his friends manage to stop him. He receives news that his mother has had a stroke and decides to hitchhike to visit her at the hospital."
tt0245120,9,nm0283448,actor,Hoot,5.3,9221,nm0136592,nm0136592,movie,The Forsaken,0.0,2001.0,90.0,"Action,Fantasy,Horror",2000.0,Frederick Flynn,,,actor,"tt0112515,tt0084694,tt0100586,tt0108100",Les vampires du désert,FR,fr,0,A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire.
tt0361668,2,nm0949052,actress,Female Ozaki,6.9,12785,nm0586281,nm0766499,movie,Gokudô kyôfu dai-gekijô: Gozu,0.0,2003.0,129.0,"Crime,Drama,Horror",2000.0,Kimika Yoshino,1975.0,,actress,"tt0112939,tt0361668,tt0115614,tt0398563",Gozu,FR,fr,0,"Minami mistakenly kills a gangster associate of his named Brother. Almost as soon as the murder takes place, the body of the deceased man is gone, prompting Minami to conduct a search. While looking, he finds a mysterious isolated hotel where he decides to take a rest. Not only are the front desk clerks a bit strange, but even the ambiance feels unusual. Minami soon realizes he may have gotten more than he bargained for."
tt0160611,10,nm0527994,actor,Tom Rooney,6.3,14406,nm0642823,nm0826437,movie,Ordinary Decent Criminal,0.0,2000.0,93.0,"Comedy,Crime",2000.0,Gary Lydon,1964.0,,actor,"tt11813216,tt1540133,tt0383087,tt1568911",Ordinary Decent Criminal,FR,fr,0,"Michael Lynch is a notorious criminal with two wives and a flair for showmanship. He's also a huge embarrassment to the local police, who are determined to bring him down once and for all."
tt0351817,3,nm0462042,actor,Choubei Kusaka,8.1,25672,nm0945282,"nm1330441,nm0945282,nm0038335",movie,Tasogare Seibei,0.0,2002.0,129.0,"Drama,Romance",2000.0,Nenji Kobayashi,1943.0,,actor,"tt0206216,tt0351817,tt0125201,tt0468846",Le samouraï du crépuscule,FR,fr,0,"Seibei Iguchi leads a difficult life as a low ranking samurai at the turn of the nineteenth century. A widower with a meager income, Seibei struggles to take care of his two daughters and senile mother. New prospects seem to open up when the beautiful Tomoe, a childhood friend, comes back into he and his daughters' life, but as the Japanese feudal system unravels, Seibei is still bound by the code of honor of the samurai and by his own sense of social precedence. How can he find a way to do what is best for those he loves?"
tt0378897,10,nm0264029,actor,Thrasyvoulos,7.5,14941,nm0099552,nm0099552,movie,Politiki kouzina,0.0,2003.0,108.0,Drama,2000.0,Thodoros Exarhos,1930.0,2009.0,actor,"tt0229961,tt1111863,tt0135861,tt0053610",Un ciel épicé,FR,fr,0,"""A Touch of Spice"" is a story about Fanis, a young Greek boy growing up in Istanbul, whose grandfather, a culinary philosopher and mentor, teaches him that both food and life require a little salt to give them flavor. They both require... A Touch of Spice. Fanis grows up to become an excellent cook and uses his cooking skills to spice up the lives of those around him. 35 years later he leaves Athens and travels back to his birthplace of Istanbul to reunite with his grandfather and his first love. He travels back only to realize that he forgot to put a little bit of spice in his own life."
tt0202470,13,nm0003993,producer,unknown,6.3,45480,nm0378893,nm0007082,movie,Rock Star,0.0,2001.0,105.0,"Drama,Music",2000.0,Toby Jaffe,,,producer,"tt1386703,tt1634106,tt0114214,tt1846589",Rock Star,FR,fr,0,"A wannabe rock star who fronts a Pennsylvania-based tribute band is devastated when his kick him out of the group he founded. Things begin to look up for Izzy when he is asked to join Steel Dragon, the heavy metal rockers he had been imitating for so long. This film is loosely based on the true story of the band Judas Priest."
tt0183659,4,nm0716452,actress,Arloie Pollock,7.0,29721,nm0000438,"nm0619674,nm0808386,nm0193009,nm0256682",movie,Pollock,0.0,2000.0,122.0,"Biography,Drama",2000.0,Molly Regan,,,actress,"tt1093908,tt0183659,tt0109348,tt0097965",Pollock,FR,fr,0,"In August of 1949, Life Magazine ran a banner headline that begged the question: ""Jackson Pollock: Is he the greatest living painter in the United States?"" The film is a look back into the life of an extraordinary man, a man who has fittingly been called ""an artist dedicated to concealment, a celebrity who nobody knew."" As he struggled with self-doubt, engaging in a lonely tug-of-war between needing to express himself and wanting to shut the world out, Pollock began a downward spiral."
tt0362427,6,nm0025381,actor,Rav Ozeri,6.8,246,nm0618930,nm0618930,movie,Avanim,0.0,2004.0,107.0,Drama,2000.0,Gabi Amrani,1934.0,,actor,"tt2592102,tt0066034,tt0067101,tt0063192",Les pierres,FR,fr,0,"Michale is a thirty year old woman. She works with her father in a Tel Aviv accounting office providing services to important religious institutions. She divides her time between her child, her husband, her work and the man with whom she is having an affair. When Michale learns of the tragic death of her lover, her life is shattered."
tt0293401,3,nm0583681,actor,Marco,6.5,837,nm0350168,"nm0350168,nm0587271",movie,Marie-Jo et ses 2 amours,0.0,2002.0,124.0,"Drama,Romance",2000.0,Gérard Meylan,1952.0,,actor,"tt2935564,tt0136289,tt1852006,tt0119620",Marie-Jo et ses 2 amours,FR,fr,0,Marie-Jo and Her Two Lovers (French: Marie-Jo et ses deux amours) is a 2002 French drama film directed by Robert Guédiguian. It was entered into the 2002 Cannes Film Festival.
tt0407621,10,nm1101588,actor,Roland,6.1,13908,nm0239001,"nm1343281,nm0239001",movie,Calvaire,0.0,2004.0,88.0,"Drama,Horror,Thriller",2000.0,Alfred David,,,actor,"tt0407621,tt0266849,tt0188992,tt0457605",Calvaire,FR,fr,0,"A few days before Christmas, traveling entertainer Marc Stevens is stuck at nightfall in a remote wood in the swampy Hautes Fagnes region of Liège when his van breaks down. An odd chap who's looking for a lost dog then leads Marc to a shuttered inn."
tt0371920,7,nm0084232,actor,Aranda,3.1,2412,nm0951206,"nm0904723,nm0854185",movie,Rottweiler,0.0,2004.0,95.0,"Action,Horror,Sci-Fi",2000.0,Ilario Bisi-Pedro,1939.0,2013.0,actor,"tt0206634,tt0434124,tt0056751,tt0371920",Rottweiler,FR,fr,0,"Dante travels across a desolate, futuristic Spain in search of his girlfriend, Ula. He is pursued by a bloodthirsty, cybernetic Rottweiler."
tt0414931,5,nm0401208,actor,Hoi,6.7,5793,nm0864775,"nm0150916,nm1429767",movie,Dai si gin,0.0,2004.0,90.0,"Action,Crime,Drama",2000.0,Shiu-Hung Hui,1948.0,,actor,"tt0216165,tt1020976,tt0449734,tt0100986",Breaking News,FR,fr,0,"After a disastrous failure to stop a robber gang, the police attempt to redeem themselves through a series of publicity stunts and shootouts."
tt0286516,4,nm1194218,actress,Marinella,7.0,4858,nm0187740,nm0187740,movie,Respiro,0.0,2002.0,90.0,Drama,2000.0,Veronica D'Agostino,1985.0,,actress,"tt1213926,tt2182241,tt0433614,tt0286516",Respiro,FR,fr,0,"Grazia is a free-spirited mother-of-three married to shy fisherman Pietro and living on the idyllic but isolated island of Lampedusa in the Mediterranean Sea. She shows signs of manic depressive behavior — one moment she's laughing wildly and swimming half-naked in the sea, while the next she's curled in a ball on her bed. Out of her earshot, the adult members of her extended family vaguely discuss sending her to a facility of some sort in Northern Italy."
tt0376181,7,nm0146848,actress,Amalia,6.6,4711,nm0592436,nm0592436,movie,The Shadow Dancer,0.0,2005.0,100.0,"Comedy,Drama,Romance",2000.0,Valeria Cavalli,1959.0,,actress,"tt0119013,tt0113483,tt2404461,tt0085303",Coup de foudre en Toscane,FR,fr,0,An aspiring young writer tracks a literary titan suffering from writers block to his refuge in rural Italy and learns about life and love from the irascible genius and his daughters.
tt0284363,4,nm0479753,actor,Walden,7.3,8217,nm0579954,"nm0398518,nm0579954",movie,Obsluhoval jsem anglického krále,0.0,2006.0,113.0,"Comedy,Drama,Romance",2000.0,Marián Labuda,1944.0,2018.0,actor,"tt0116798,tt0115040,tt0284363,tt0109071",Moi qui ai servi le roi d'Angleterre,FR,fr,0,"Prague, Czechoslovakia, during the inter-war period. Jan Dítě, a young and clever waiter who wants to become a millionaire, comes to the conclusion that to achieve his ambitious goal he must be diligent, listen and observe as much as he can, be always discreet and use what he learns to his own advantage; but the turbulent tides of history will continually stand in his way."
tt0412536,5,nm0056708,actor,Ship's Barber,6.6,13715,nm0418982,"nm0203577,nm0110591,nm0915284",movie,Brideshead Revisited,0.0,2008.0,133.0,"Drama,Romance",2000.0,David Barrass,,,actor,"tt0780516,tt0119116,tt0251114,tt1548850",Retour à Brideshead,FR,fr,0,"Based on Evelyn Waugh's 1945 classic British novel, Brideshead Revisited is a poignant story of forbidden love and the loss of innocence set in England prior to the Second World War."
tt0255140,2,nm0632457,actor,Pavel,6.9,223,nm0902022,"nm0902022,nm0374842,nm0040158",movie,England!,0.0,2000.0,97.0,Drama,2000.0,Merab Ninidze,1965.0,,actor,"tt6271042,tt5842890,tt0093754,tt5791536",L'angleterre!,FR,fr,0,"Valeri Sikorski knows from his doctors that his days are numbered because of the Chernobyl nuclear disaster. He wants to make a last adventure in his life and goes to England, but first he stops in Berlin to pick up his best friend Victor. But Victor has disappeared. Now Valeri's journey turns into a search for his old friend Victor."
tt0286306,2,nm0175860,actor,Pvt. Colin Chevasse,5.9,13313,nm1068186,nm1068186,movie,Deathwatch,0.0,2002.0,94.0,"Drama,Horror,Thriller",2000.0,Rúaidhrí Conroy,1979.0,,actor,"tt0104522,tt5932728,tt0251114,tt0112690",La tranchée,FR,fr,0,"In the brutal trench fighting of the First World War, a British Infantry Company is separated from their regiment after a fierce battle. Attempting to return to their lines, the British soldiers discover what appears to be a bombed out German trench, abandoned except for a few dazed German soldiers. After killing most of the Germans, and taking one prisoner, the British company fortifies to hold the trench until reinforcements can arrive. Soon, however, strange things being to happen as a sense of evil descends on the trench and the British begin turn on each other."
tt0365265,6,nm0234235,actor,Seamus,5.8,11628,nm0367538,"nm0251569,nm1351157",movie,Ginger Snaps Back: The Beginning,0.0,2004.0,94.0,"Drama,Horror,Thriller",2000.0,Adrien Dorval,1963.0,2021.0,actor,"tt0184894,tt1259571,tt0296572,tt0120901",Ginger snaps - Aux origines du mal,FR,fr,0,"Set in 19th Century Canada, Brigette and her sister Ginger take refuge in a Traders' Fort which later becomes under siege by some savage werewolves. And an enigmatic Indian hunter decides to help the girls, but one of the girls has been bitten by a werewolf. Brigitte and Ginger may have no one to turn to but themselves."
tt0271972,2,nm0717157,actress,Loren Mercer,4.0,3173,nm0794791,nm0786411,movie,Arachnid,0.0,2001.0,95.0,"Action,Adventure,Horror",2000.0,Alex Reid,1980.0,,actress,"tt0435625,tt1073105,tt1548850,tt0334874",Arachnid,FR,fr,0,"Arachnid is a 2001 film directed by Jack Sholder. In this movie, giant killer spiders menace survivors of a plane crash."
tt0393685,13,nm1243877,producer,unknown,5.3,11250,nm0825360,nm0825360,movie,Santa's Slay,0.0,2005.0,78.0,"Comedy,Fantasy,Horror",2000.0,Sammy Lee,,,producer,"tt0404390,tt0331811,tt0340855,tt0325596",Very Bad Santa,FR,fr,0,"Santa Claus is actually a demon who lost a bet with an angel, so he became the giver of toys and happiness. But this year the bet is off, and Santa is about to return to his evil ways."
tt0287635,32,nm0559645,producer,unknown,5.8,9409,"nm0951197,nm0540443","nm0814473,nm0846969,nm2095966,nm2242949",movie,Poketto monsutâ: Serebî - Toki wo koeta deai,0.0,2001.0,75.0,"Action,Adventure,Animation",2000.0,Yukako Matsusako,,,producer,"tt0235679,tt0347791,tt0210234,tt3111896","Pokémon 4ever : Celebi, la voix de la forêt",FR,fr,0,"In order to escape a greedy Pokémon hunter, Celebi must use the last of its energy to travel through time to the present day. Celebi brings along Sammy, a boy who had been trying to protect it. Along with Ash, Pikachu, and the rest of the gang, Sammy and Celebi must encounter an enemy far more advanced than the hunter, with the fate of the forest hanging in the balance."
tt0443076,4,nm0122234,actor,Peter Meinhardt,6.1,228,nm0777564,nm1884143,movie,Katze im Sack,0.0,2005.0,87.0,Drama,2000.0,Olaf Burmeister,1960.0,,actor,"tt0108979,tt5172272,tt0244361,tt1471171",La main dans le sac,FR,fr,0,"No overview found. Waitress Doris meets a stranger on a train to Leipzig. This well-dressed thirty-something man decides to follow her, as they are drawn to each other, but neither seem prepared to admit to their loneliness."
tt0168856,2,nm0845310,actor,Professor Mac Krill,6.0,7383,"nm0280745,nm0544337,nm0233036,nm0373798","nm1202109,nm0280745,nm0478172,nm0647690",movie,Hjælp! Jeg er en fisk,0.0,2000.0,80.0,"Adventure,Animation,Comedy",2000.0,Søren Sætter-Lassen,1955.0,,actor,"tt0281924,tt1961192,tt0826760,tt0180748",Gloups! Je suis un poisson,FR,fr,0,"Three children accidentally get turned into fish after drinking a potion made by an eccentric scientist. The kids end up in the sea, with one problem. They must find and drink the antidote within 48 hours, or forever remain as fish."
tt0315824,5,nm1511514,actor,Hawaiian Priest,4.9,18847,nm0000786,"nm0001465,nm0349406",movie,The Big Bounce,0.0,2004.0,88.0,"Comedy,Crime",2000.0,Butch Helemano,,,actor,"tt22776378,tt2172103,tt0315824,tt1600194",La grande arnaque,FR,fr,0,"A small-time con artist and a Hawaiian real estate developer's mischievous, enterprising mistress team up for a potential $200,000 score."
tt0314111,9,nm0620002,actor,JSDF Chief Hitoyanagi,6.6,5537,"nm0856803,nm0648457",nm0590840,movie,Gojira × Mekagojira,0.0,2002.0,88.0,"Action,Sci-Fi,Thriller",2000.0,Takeo Nakahara,1951.0,,actor,"tt0758742,tt0366526,tt0314111,tt3853452",Godzilla X Mechagodzilla,FR,fr,0,"JSDF pilot Akane has a fateful encounter when a new Godzilla emerges in Tateyama. As a countermeasure, a cyborg named Kiryu is constructed from the remains of the original. The machine is discovered to harbor the restless soul of the original monster as Akane must learn to find value in her own life as well."
tt0356336,13,nm0109730,writer,unknown,5.4,4816,nm0774420,"nm0109730,nm0181924,nm0235502,nm0774420,nm0774421",movie,Agents secrets,0.0,2004.0,109.0,"Action,Crime,Thriller",2000.0,Yann Brion,,,writer,"tt4117206,tt0356336,tt3202670,tt0487504",Agents secrets,FR,fr,0,"From his offices in Switzerland, Russian Igor Lipovsky is engaged in a vast and profitable gunrunning operation with Africa. The French government wants to hinder the activities of the arms dealer and sends a team to sink one of his ships heading for Angola with a load of illegal weaponry. Lisa, Brisseau, Loïc, Tony and Raymond are professionals: they carefully set up their cover, plan all their moves meticulously, and carry out orders without asking questions. Perhaps they should. The code-name of the mission is ""Janus""; and just like with the ancient deity, there are two opposite faces for every aspect of the operation: the objective of the French government, the role of each team member, the presumed friend and the assumed foe..."
tt0374180,7,nm1241826,actress,Teresa,5.2,3682,nm0687042,"nm1623470,nm1177703,nm1157609",movie,Romasanta,0.0,2004.0,90.0,"Drama,Horror",2000.0,Luna McGill,,,actress,"tt0374180,tt0297456,tt0305902,tt2124494",L'enfer des loups,FR,fr,0,"A terror is stalking the land: people are disappearing daily, their bodies appearing covered in savage gashes coupled with precise surgical cuts. The legend of the 'Werewolf of Allariz' spreads across the land like wildfire. When Barbara (Elsa Pataky) falls in love with travelling vendor Manuel Romasanta, she is at first besotted with him - but soon begins to be suspicious of him. What has happened to her sister, who - after being escorted by Romasanta to the city - seems to have disappeared forever."
tt0244970,9,nm0814299,actress,Female Scientist,6.1,27537,nm0001282,"nm0956376,nm0151358",movie,Someone Like You...,0.0,2001.0,97.0,"Comedy,Romance",2000.0,Sue Jin Song,,,actress,"tt0244970,tt0164810,tt0094415,tt0409034",Attraction animale,FR,fr,0,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation."
tt0244970,9,nm0814299,actress,Female Scientist,6.1,27537,nm0001282,"nm0956376,nm0151358",movie,Someone Like You...,0.0,2001.0,97.0,"Comedy,Romance",2000.0,Sue Jin Song,,,actress,"tt0244970,tt0164810,tt0094415,tt0409034",Sex Guide,FR,fr,0,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation."
tt0276501,1,nm0191279,actor,Guo Liangui,7.2,4766,nm0911075,"nm0156994,nm0398825,nm0849277,nm0911075",movie,Shiqi sui de dan che,0.0,2001.0,113.0,Drama,2000.0,Lin Cui,1982.0,,actor,"tt0276501,tt0794374,tt0366720,tt6883564",Beijing Bicycle,FR,fr,0,"A seventeen-year-old country boy working in Beijing as a courier has his bicycle stolen, and finds it with a schoolboy his age."
tt0245046,9,nm0743462,actor,Psychiatrist,6.4,13220,nm0000788,"nm0269127,nm0110591",movie,Charlotte Gray,0.0,2001.0,121.0,"Drama,Romance,Thriller",2000.0,Hugh Ross,,,actor,"tt0100260,tt1235124,tt0105112,tt0117951",Charlotte Gray,FR,fr,0,"This is a drama set in Nazi-occupied France at the height of World War II. Charlotte Gray tells the compelling story of a young Scottish woman working with the French Resistance in the hope of rescuing her lover, a missing RAF pilot. Based on the best-selling novel by Sebastian Faulks."
tt0371710,7,nm0776767,actress,Esther,6.4,372,nm0825842,nm0825842,movie,Hierankl,0.0,2003.0,93.0,"Crime,Drama,Romance",2000.0,Ditte Schupp,1966.0,,actress,"tt0070981,tt0103751,tt0371710,tt0498203",Liaisons coupables,FR,fr,0,"Lene Thurner is standing on a train platform in Munich. She has to decide: back to Berlin where she lives, or toward the south, where at the foot of the Alps her family lives on the lonely farm “Hierankl”."
tt0416908,1,nm1748846,actress,Laura,6.2,779,"nm0753032,nm0745199","nm1672103,nm0753032,nm0317453,nm1659721,nm1661171,nm0745199,nm0775379",movie,Lauras Stern,0.0,2004.0,75.0,"Animation,Family",2000.0,Céline Vogt,,,actress,"tt0416908,tt0401559,tt0920737,tt0802982",L'étoile de Laura,FR,fr,0,"Laura sees a shooting star falling to earth and finds it in a park, down on the floor and with a broken point. The star is a living being, and Laura takes her home to reattach its point with a band-aid. The little star has special powers and can make people fly, or bring inanimate objects to life. But the more she stays on Earth, the weaker she becomes and her colors fade away and her powers start to fail. Laura must find a way to send the little star back into outer space."
tt0449086,7,nm0294040,actor,Chuma,5.1,13688,nm0001707,"nm0936537,nm0139627",movie,Dominion: Prequel to the Exorcist,0.0,2005.0,117.0,"Drama,Horror,Thriller",2000.0,Andrew French,,,actor,"tt0204313,tt1436568,tt0236784,tt0294357",Dominion: Prequel to the Exorcist,FR,fr,0,"Haunted by terrible acts the Nazis forced him to participate in, the disenchanted Father Lankester Merrin focuses his energies on helping with an archaeological dig in the northern part of Kenya. There, the crew uncovers a church that predates Christian missions into the area, but the discovery also causes strange events to start occurring -- including physical changes to a young, disabled boy, whom Merrin grows to suspect has been possessed by a demon."
tt0330099,4,nm1686350,actress,Rose,4.9,16692,nm0001252,nm0001252,movie,The Brown Bunny,0.0,2003.0,93.0,Drama,2000.0,Elizabeth Blake,,,actress,tt0330099,The Brown Bunny,FR,fr,0,"Bud Clay races motorcycles in the 250cc Formula II class of road racing. After a race in New Hampshire, he has five days to get to his next race in California. During his road trip, he is haunted by memories of the last time he saw Daisy, his true love."
tt0312843,1,nm0410903,actor,Detective Toshiharu Kuroda,6.5,22351,nm0814469,nm0814469,movie,Jisatsu sâkuru,0.0,2001.0,99.0,"Crime,Drama,Horror",2000.0,Ryo Ishibashi,1956.0,,actor,"tt0235198,tt0391198,tt0433386,tt0499556",Suicide Club,FR,fr,0,"When 54 high school girls throw themselves in front of a subway train it appears to be only the beginning of a string of suicides around the country. Does the new all-girl group Desert have anything to do with it? Detective Kuroda tries to find the answer, which isn't as simple as he had hoped."
tt0217331,7,nm3108746,actor,Biff,5.1,3206,nm0579079,nm0026508,movie,The Convent,0.0,2000.0,79.0,"Comedy,Horror",2000.0,Jim Golden,,,actor,"tt0217331,tt0163949,tt0171764,tt0315064",Le couvent,FR,fr,0,A group of college students break into an abandoned convent and become possessed by demonic spirits.
tt0446046,13,nm0324216,producer,unknown,6.6,26716,nm0295107,nm0396817,movie,Take the Lead,0.0,2006.0,118.0,"Drama,Music",2000.0,Christopher Godsick,,,producer,"tt1759761,tt0119094,tt0115759,tt0120008",Dance with Me,FR,fr,0,"A former professional dancer volunteers to teach dance in the New York public school system and, while his background first clashes with his students' tastes, together they create a completely new style of dance. Based on the story of ballroom dancer, Pierre Dulane."
tt0331698,1,nm1244344,actress,Lea Mattis,6.5,424,nm0387828,"nm0374663,nm0387828,nm0367885",movie,Milchwald,0.0,2003.0,87.0,Drama,2000.0,Sophie Charlotte Conrad,1992.0,,actress,"tt4731136,tt0331698,tt2199543,tt0806910",Le bois lacté,FR,fr,0,"This is the story of Sylvia, who looses her stepchildren on a shopping trip in Poland. For fear of loosing her husband's love, too, she is unable to tell him what has happened and returns home, pretending anything is fine. When realising the missing of his children, the father starts a desperate retrieval. He is ready to give up anything in order to find them. Sylvia supports him in any way; she tries to comfort him and takes care of his hope's vulnerable flame. For the first time he really needs her. While the children are trying their best to get home, the police fails in detecting their whereabouts. When a very vague trace leads to Poland, the parents hit the road to find their children on their own."
tt0331468,6,nm0934090,actor,Jesse Tilson,5.0,24865,nm0001214,nm0420135,movie,Cold Creek Manor,0.0,2003.0,118.0,"Drama,Mystery,Thriller",2000.0,Ryan Wilson,1990.0,,actor,"tt0331468,tt0108757,tt0285370,tt0280474",La gorge du diable,FR,fr,0,"A family moves from New York into an old mansion in the countryside, still filled with the previous owner's things. As they begin to make it their own, a series of events begin to occur that makes them believe that the former inhabitants are not yet gone."
tt0273689,6,nm0553269,actress,Betsy,5.3,9887,nm0899121,"nm0750000,nm0899121",movie,It's All About Love,0.0,2003.0,106.0,"Drama,Romance,Sci-Fi",2000.0,Margo Martindale,1951.0,,actress,"tt1322269,tt0401711,tt3714720,tt0841046",It's all about love,FR,fr,0,"The story of two lovers and their attempts to save their relationship in a near-future world on the brink of cosmic collapse. John, and world-famous ice skating star, Elena, are about to sign divorce papers when they realise that, in spite of everything happening around them, their love is worth fighting for. It's All About Love is a fresh take on modern love and future life as two lovers struggle in a conspiracy of epic proportions."
tt0291502,9,nm1262071,actor,Crew Member,3.6,17983,nm0005363,"nm0005363,nm0921631",movie,Swept Away,0.0,2002.0,89.0,"Comedy,Romance",2000.0,Ricardo Perna,,,actor,"tt0291502,tt3678572,tt0416652",À la dérive,FR,fr,0,"Stranded and alone on a desert island during a cruise, a spoiled rich woman and a deckhand fall in love and make a date to reunite after their rescue."
tt0443431,4,nm1632070,actor,Griff,5.0,9482,nm0827171,"nm0827171,nm0436228",movie,Another Gay Movie,0.0,2006.0,92.0,"Comedy,Romance",2000.0,Mitch Morris,1979.0,,actor,"tt0443431,tt0460084,tt0262985,tt0481544",Another Gay Movie,FR,fr,0,"In the dirtiest, funniest, most scandalous gay-teen-sex-comedy-parody ever, four young gay friends make a pact to lose their virginity by the end of the summer. The boys soon face giant sex toys, naked celebrities, masochistic teachers and an uncontrollable romance with a quiche."
tt0410410,6,nm0518653,actress,Béatrice,6.4,371,nm1036723,"nm1036723,nm0889761",movie,Oublier Cheyenne,0.0,2005.0,86.0,"Drama,Romance",2000.0,Guilaine Londez,1965.0,,actress,"tt5151570,tt6823148,tt1034397,tt6730152",Oublier Cheyenne,FR,fr,0,"Cheyenne, a journalist, decides to leave Paris after being laid off and to settle down in the middle of nowhere, far from the society she hates. The trouble is that she leaves Sonia, her true love, behind. The latter, a teacher who loves her job, refuses to give up everything - including her comfort - to follow her. Sonia makes all the efforts in the world to forget Cheyenne, whether in the arms of Pierre, a charming anarchist, or in those of Béatrice, a gay woman who soon proves perverse and dangerous, only to realize that her heart belongs to Cheyenne and nobody else."
tt0435706,1,nm0292182,actress,Lisa MacKinlay,6.3,2288,nm0663101,"nm0316447,nm0663101",movie,Nina's Heavenly Delights,0.0,2006.0,94.0,Comedy,2000.0,Laura Fraser,1975.0,,actress,"tt0259711,tt0183790,tt0903747,tt3877200",Les délices de Nina,FR,fr,0,A feisty young woman returns to Glasgow to run her deceased father's curry house.
tt0364120,4,nm0831673,actress,La mère,6.4,1137,nm0509852,"nm0099683,nm0509852",movie,Wild Side,0.0,2004.0,93.0,"Drama,Romance",2000.0,Josiane Stoléru,1949.0,,actress,"tt0099334,tt0095184,tt0107555,tt0085283",Wild Side,FR,fr,0,A transgender woman returns – with her two male lovers – to her family home in the countryside to look after her dying mother.
tt0419677,10,nm0040060,actress,Patti,7.5,58770,nm0276349,"nm0175916,nm0276349,nm0292211",movie,Dead Man's Shoes,0.0,2004.0,90.0,"Crime,Drama,Thriller",2000.0,Emily Aston,1982.0,,actress,"tt0419677,tt0366777,tt0807980,tt0810722",Dead Man's Shoes,FR,fr,0,A soldier returns home to his small town and exacts a deadly revenge on the thugs who tormented his dimwitted brother while he was away.
tt0199481,7,nm0442626,actress,Rhia,2.7,5441,nm0233585,"nm0233585,nm0209693,nm0657853,nm0819004",movie,Vercingétorix,0.0,2001.0,120.0,"Adventure,Biography,Drama",2000.0,Maria Kavardjikova,1956.0,,actress,"tt2643382,tt0205306,tt0368885,tt0393254","Vercingétorix, la légende du druide roi",FR,fr,0,"In the year 60 B.C. a group of Druids, including the arch-druid Guttuart (Max von Sydow), witness the passing of a comet and interpret it as the sign of the coming of a king for their country Gaul, which has not had a king for a long time. Guttuart goes to Gergovia, the capital of the Arvenes tribe, to attend a meeting of Gallic tribal chieftains. The young boy Vercingetorix, along with his friend the young girl Eponia, sneak into a large cavern where Celtill, Vercingetorix's father and chieftain of the Arvenes, hosts the meeting of chieftains with the intention of proclaiming himself king of all Gauls. When Celtill shows off the crown once worn by the old kings of Gaul, an arrow from two Roman spies (dressed as Gauls) hits Celtill in the back."
