tconst,ordering,nconst,category,characters,averageRating,numVotes,directors,writers,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres,decennie_startYear,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,title,region,language,isOriginalTitle,overview
tt0420548,1,nm1497755,actor,Juan Villegas,7.1,4457,nm0815044,"nm1135528,nm0741834,nm0815044",movie,El perro,0.0,2004.0,97.0,Drama,2000.0,Juan Villegas,,,actor,"tt0420548,tt1841584,tt0359938,tt0865438",Bombon le chien,FR,fr,0,"Patagonia, Argentina. A mechanic who dreams of a different life begins to think big after his adopted puppy Bombón wins first prize at a local dog show."
tt0339147,10,nm0820377,actress,Olivia Cray,5.6,9551,nm0363553,"nm0593243,nm0061829",movie,Highwaymen,0.0,2004.0,80.0,"Action,Crime,Horror",2000.0,Guylaine St-Onge,1965.0,2005.0,actress,"tt0225071,tt0339147,tt0190174,tt0365954",Highwaymen - La poursuite infernale,FR,fr,0,"James Cray watched as his wife was killed by Fargo, a hit-and-run serial murderer. After severely injuring Fargo and going to prison for several years, James is now determined to avenge his wife's death. He drives across the country looking for Fargo's 1972 Cadillac Eldorado, which the now-disabled killer has turned into a rolling death trap. James' search is helped by a state traffic officer and a singer with her own agenda."
tt0352343,7,nm0093636,actress,Sara,7.2,11702,nm0654858,"nm0739744,nm0654858",movie,La finestra di fronte,0.0,2003.0,102.0,"Drama,Romance",2000.0,Maria Grazia Bon,1943.0,2020.0,actress,"tt0352343,tt4621872,tt0093664,tt0346336",La fenêtre d'en face,FR,fr,0,"Overburdened and stuck in a greying marriage, Giovanna takes to caring for a Jewish Holocaust survivor her husband brings home. As she begins to reflect on her life, she turns to the man who lives across from her."
tt0256276,9,nm0382675,actor,Blackadder,6.3,13737,nm0001438,"nm0125706,nm0404846,nm0428630,nm0001438",movie,Possession,0.0,2002.0,102.0,"Drama,Mystery,Romance",2000.0,Tom Hickey,1944.0,2021.0,actor,"tt0256276,tt0097937,tt0112427,tt0091142",Possession,FR,fr,0,"Maud Bailey, a brilliant English academic, is researching the life and work of poet Christabel La Motte. Roland Michell is an American scholar in London to study Randolph Henry Ash, now best-known for a collection of poems dedicated to his wife. When Maud and Roland discover a cache of love letters that appear to be from Ash to La Motte, they follow a trail of clues across England, echoing the journey of the couple over a century earlier."
tt0395543,5,nm0659600,actress,Aunt Betty,6.1,1561,nm0755158,"nm0737459,nm0755158",movie,Forty Shades of Blue,0.0,2005.0,108.0,"Drama,Music,Romance",2000.0,Joanne Pankow,1937.0,2009.0,actress,"tt0319061,tt0191754,tt0110074,tt0141098",Forty Shades of Blue,FR,fr,0,A Russian woman living in Memphis with a much older rock-n-roll legend experiences a personal awakening when her husband's estranged son comes to visit.
tt0387463,16,nm1475707,producer,unknown,5.0,744,nm0639021,"nm0391576,nm0639021,nm0580795,nm0646298",movie,Olsenbanden Junior går under vann,0.0,2003.0,95.0,"Comedy,Family",2000.0,Rune H. Trondsen,,,producer,"tt1368425,tt13879806,tt0385103,tt3426404",Olsen et sa bande: Le trésor du sous-marin,FR,fr,0,"On the orphanage Lykkebo, Egon sits and wants a real family - a mother and a father like Kjell has. The rich couple Gyldenløwe picks out 5 boys they consider adopting, but with a little sabotage Egon himself get picked. Suddely Egon is the rich son with a swimming pool and a big house. What Egon don't know is that Gyldenløwe has exchanged a million dollars for all the papers on Egon Olsen."
tt0326806,17,nm1213746,producer,unknown,5.1,821,nm0056006,"nm0926211,nm0507393",movie,Civil Brand,0.0,2002.0,95.0,"Crime,Drama,Thriller",2000.0,Carl Petragal,,,producer,tt0326806,Civil Brand,FR,fr,0,"Forced to work under slave-like conditions in a ""prison for profit"" program, the inmates of a mostly-African-American female prison, Whitehead Correctional, try to take over the institution. At the core of the story is Frances, who finds herself in prison after being falsely convicted of murder, and who is told that her baby has been murdered, sparking her to lead her fellow inmates in the protest"
tt0267261,12,nm0092436,writer,unknown,5.0,2220,nm0000972,"nm0092436,nm0000972",movie,Senso '45,0.0,2002.0,128.0,"Drama,Romance,Thriller",2000.0,Camillo Boito,1836.0,1914.0,writer,"tt0044345,tt0267261,tt0047469,tt3782710",Black Angel,FR,fr,0,"Trapped in an unhappy marriage, the wife of a high ranking Fascist official starts a dangerous, self-destructive relationship with a duplicitous S.S. Officer."
tt0296166,6,nm0820562,actress,Pancha,6.9,8283,nm0136603,"nm1058851,nm0492215",movie,Real Women Have Curves,0.0,2002.0,90.0,"Comedy,Drama",2000.0,Soledad St. Hilaire,1950.0,,actress,"tt0250224,tt0296166,tt0496806,tt0435642",Ana,FR,fr,0,"Freshly graduated from high school, Ana receives a full scholarship to Columbia University. Her very traditional, old-world parents feel that now is the time for Ana to help provide for the family, not the time for college."
tt0339607,8,nm0094471,actor,Willie the Whiner,4.0,342,"nm0135066,nm0937800","nm1317662,nm0135066,nm1272219",movie,Mail Order Bride,0.0,2003.0,84.0,Comedy,2000.0,Frank Bongiorno,,2020.0,actor,"tt0080716,tt0170452,tt0079613,tt0074372",À l'ouest du Montana,FR,fr,0,"Nobody likes to be made a fool of, especially no the mafia. So, when it comes to light that a number of men from The Mob in New York have fallen for a Russian mail-order bride, who has blatantly ripped each of them off, their boss is not impressed. In fact, Tony Santini thinks the only way to prove that you shouldn't mess with the mob is to send his nephew to Russia to bring back the beautiful but manipulative Nina."
tt0263728,10,nm0795470,actor,Russian Leader,3.9,2978,nm0872062,"nm0088478,nm0059158,nm0004591",movie,Megiddo: The Omega Code 2,0.0,2001.0,104.0,"Action,Adventure,Fantasy",2000.0,Oleg Stefan,1959.0,,actor,"tt0343737,tt1135487,tt12758060,tt0125022",La prophétie des ténèbres II,FR,fr,0,"Stone (the Antichrist) becomes President of the European Union and uses his seat of power to dissolve the United Nations and create a one world government called the World Union.  Megiddo is a supernatural ride into a world teetering on the edge of the Apocalypse. It follows the rise of a Machiavellian leader bent on amassing the armies of the world for the battle of Armageddon while calamities of Biblical proportions pummel the Earth. Though both prequel and sequel to The Omega Code, Megiddo works also as a stand alone story for anyone who missed its predecessor. For at its emotional core, Megiddo is the Caine and Abel story of the two men enamored with the same woman, raised as brothers, who grew up to find themselves pitted against each other over the fate and souls of the entire world."
tt0278736,8,nm0437325,self,Self,8.0,12225,nm0363214,,movie,Stanley Kubrick: A Life in Pictures,0.0,2001.0,142.0,"Biography,Documentary",2000.0,Irene Kane,1924.0,2013.0,actress,"tt0048254,tt0078754,tt0056752,tt0043214",Stanley Kubrick: Une vie en images,FR,fr,0,"With commentary from Hollywood stars, outtakes from his movies and footage from his youth, this documentary looks at Stanley Kubrick's life and films. Director Jan Harlan, Kubrick's brother-in-law and sometime collaborator, interviews heavyweights like Jack Nicholson, Woody Allen and Sydney Pollack, who explain the influence of Kubrick classics like ""Dr. Strangelove"" and ""2001: A Space Odyssey,"" and how he absorbed visual clues from disposable culture such as television commercials."
tt0231138,1,nm0490391,actor,Norman,2.1,1402,nm0213983,"nm0909770,nm0213983",movie,Ancient Evil: Scream of the Mummy,0.0,2000.0,86.0,Horror,2000.0,Trent Latta,,,actor,"tt22813806,tt7673498,tt6079528,tt0438541",La légende de la momie 2,FR,fr,0,Six young archaeology students discover the remains of an ancient Aztec mummy and accidentally unleash the fury of an evil god.
tt0311618,4,nm1385449,actress,Koram,6.5,549,"nm3791920,nm0620236",nm0620236,movie,Parumu no ki,0.0,2002.0,130.0,"Adventure,Animation,Drama",2000.0,Yurika Hino,1963.0,,actress,"tt3717532,tt2305252,tt0460411,tt0988824",Rêves d'androïde,FR,fr,0,"A Tree of Palme is an interpretation of the Pinocchio tale. It concerns a small puppet, Palme, who was tasked by his creator to look over his ailing wife, Xian. After her passing, Palme is visited by a mysterious woman who he mistakenly believes to be Xian. Shaken out of his sadness, Palme accepts her request to deliver something special to a far-off place known as Tama. This sets Palme off on a journey to discover his own emotions, and what it truly means to be human."
tt0211946,8,nm0472305,actor,Karow - Martins Vater,7.2,15253,nm0836708,nm0836708,movie,Berlin Calling,0.0,2008.0,109.0,"Comedy,Drama,Music",2000.0,Udo Kroschwald,1955.0,,actor,"tt0253474,tt2177771,tt0423730,tt0330860",Berlin Calling,FR,fr,0,A man tours clubs around the globe with his manager and girlfriend. On the eve of their largest album release he is admitted to a psychiatric clinic after overdosing at a gig.
tt0456041,10,nm1206524,actor,Barzelli,7.4,2677,nm0744107,"nm0274769,nm2289556,nm0823425,nm0744107",movie,Anche libero va bene,0.0,2006.0,108.0,Drama,2000.0,Sebastiano Busiri Vici,,,actor,"tt0178132,tt0456041,tt1086355,tt0282526",Libero,FR,fr,0,A young father and his two children struggle to find harmony after his wife leaves them for another man.
tt0303356,4,nm1242789,self,Self - LAPD Detective,6.7,5017,nm0112374,,movie,Biggie and Tupac,0.0,2002.0,108.0,"Biography,Crime,Documentary",2000.0,Russell Poole,1956.0,2015.0,actor,"tt5554778,tt0303356,tt1991264,tt0159156",Biggie & Tupac,FR,fr,0,"In 1997, rap superstars Tupac Shakur and Christopher Wallace (aka Biggie Smalls, The Notorious B.I.G.) were gunned down in separate incidents, the apparent victims of hip hop's infamous east-west rivalry. Nick Broomfield's film introduces Russell Poole, an ex-cop with damning evidence that suggests the LAPD deliberately fumbled the case to conceal connections between the police, LA gangs and Death Row Records, the label run by feared rap mogul Marion ""Suge"" Knight."
tt0421625,1,nm0259472,actor,Hilmi (segment \Fareli Köyün Kavalcisi\),7.3,6941,"nm1856667,nm0218531,nm0754503,nm1699774,nm0880928",nm0880928,movie,Anlat Istanbul,0.0,2005.0,99.0,"Drama,Thriller",2000.0,Altan Erkekli,1955.0,,actor,"tt0270053,tt0470883,tt1202363,tt6316138",Contes d'Istanbul,FR,fr,0,"Five interconnected stories set in modern-day Istanbul based on the fairytales Snow White, Cinderella, Pied Piper, Sleeping Beauty and Little Red Riding Hood."
tt0450336,5,nm0935176,actor,Otto Wollner,5.3,12993,nm0001708,nm1738734,movie,Town Creek,0.0,2009.0,90.0,Horror,2000.0,Rainer Winkelvoss,1959.0,,actor,"tt0450336,tt1351770,tt0178223,tt0126547",Blood Creek,FR,fr,0,A man and his brother on a mission of revenge become trapped in a harrowing occult experiment dating back to the Third Reich.
tt0366544,5,nm0063128,actress,Olga,5.7,1520,nm0140337,"nm0140337,nm0320622",movie,Géminis,0.0,2005.0,85.0,Drama,2000.0,Silvia Baylé,,,actress,"tt0282292,tt1287390,tt0378453,tt0267200",Gémeaux,FR,fr,0,"An incestuous love affair. Meme and Jeremias are the younger children in a typical bourgeois family. Their mother Lucia is the dominant force in the household, but her fixation on upholding the niceties of upper middle class life has prevented her from seeing what is going on under her roof. When the siblings’ older brother and his fiancee arrive home for their wedding, it seems inevitable that the concealment will be impossible to sustain. But equally it becomes apparent that if Lucia were to find out about the affair, there would be catastrophic consequences."
tt0349079,2,nm0489713,actress,Mali,6.2,650,nm0321159,"nm0321159,nm0447549,nm0763035",movie,Alila,0.0,2003.0,123.0,"Comedy,Drama",2000.0,Hana Laslo,1953.0,,actress,"tt0441761,tt7616330,tt2980684,tt6965662",Alila,FR,fr,0,"Life in a Tel Aviv apartment complex, an urban mosaic whose seedy characters, try as they might, can't get out of one another's faces. Gabi, a bobbed haired sexpot, and her lover Hezi—who's older, balding and married—rent a room to have an affair, while Ezra, a pot bellied divorcee, supervises an illegal construction site next door. All this racket drives Schwartz, a Holocaust survivor, to a mental breakdown. Other characters include illegal Chinese immigrants, a teenage boy who's afraid to serve in the army, and a corrupt police detective."
tt0382019,5,nm0253833,actress,Nancy,4.8,1505,"nm1459270,nm1460069","nm1459270,nm1460069",movie,Eternal,0.0,2004.0,107.0,"Horror,Mystery,Thriller",2000.0,Ilona Elkin,1976.0,,actress,"tt0270288,tt0189392,tt0280347,tt0103352",Éternelle,FR,fr,0,"Detective Raymond Pope is a detective of questionable morals, searching for his missing wife. His investigation leads him to the wealthy estate of the enigmatic Elizabeth Kane and her young maid Irina. Under Elizabeth's fascinating looks and aristocratic manners hides a terrifying secret,shared by her companion Irina. As Detective Pope finds himself perversely drawn to the powerful Elizabeth, bodies begin to surface, his inquiries only deepening the mystery surrounding Elizabeth's past. Pope's obsession grows so intense that he completely fails to anticipate Elizabeth's reaction to his intrusion into her dark world, a fatal mistake that might cost him his life and the lives of those close to him."
tt0382019,5,nm0253833,actress,Nancy,4.8,1505,"nm1459270,nm1460069","nm1459270,nm1460069",movie,Eternal,0.0,2004.0,107.0,"Horror,Mystery,Thriller",2000.0,Ilona Elkin,1976.0,,actress,"tt0270288,tt0189392,tt0280347,tt0103352",Eternal,FR,fr,0,"Detective Raymond Pope is a detective of questionable morals, searching for his missing wife. His investigation leads him to the wealthy estate of the enigmatic Elizabeth Kane and her young maid Irina. Under Elizabeth's fascinating looks and aristocratic manners hides a terrifying secret,shared by her companion Irina. As Detective Pope finds himself perversely drawn to the powerful Elizabeth, bodies begin to surface, his inquiries only deepening the mystery surrounding Elizabeth's past. Pope's obsession grows so intense that he completely fails to anticipate Elizabeth's reaction to his intrusion into her dark world, a fatal mistake that might cost him his life and the lives of those close to him."
tt0440464,9,nm0389463,actress,Maria,6.0,1078,nm0012580,"nm0041104,nm0294500",movie,The Headsman,0.0,2005.0,115.0,Drama,2000.0,Maria Hofstätter,1964.0,,actress,"tt2371824,tt0426578,tt13190432,tt29141112",1520 par le sang du glaive,FR,fr,0,"Central Europe, early 16th century: two childhood friends, Martin &amp; Georg, find themselves on rival sides of a religious war with both of them struggling to do the right thing."
tt0440464,9,nm0389463,actress,Maria,6.0,1078,nm0012580,"nm0041104,nm0294500",movie,The Headsman,0.0,2005.0,115.0,Drama,2000.0,Maria Hofstätter,1964.0,,actress,"tt2371824,tt0426578,tt13190432,tt29141112","1520, par le sang du glaive",FR,fr,0,"Central Europe, early 16th century: two childhood friends, Martin &amp; Georg, find themselves on rival sides of a religious war with both of them struggling to do the right thing."
tt0277909,1,nm0566167,actor,Earl Jensen,6.6,1314,nm0687739,nm0687739,movie,Mutant Aliens,0.0,2001.0,81.0,"Animation,Comedy,Sci-Fi",2000.0,Dan McComas,,,actor,tt0277909,Les mutants de l'espace,FR,fr,0,"Mutant Aliens is a wildly humorous yet poignant story about an astronaut, his daughter, and 5 violent, yet sympathetic, alien creatures who seek revenge against a space industry baron."
tt0217654,9,nm0356698,actor,Major Wilson,3.5,834,nm0691061,"nm0490370,nm0676248",movie,Militia,0.0,2000.0,89.0,"Action,Adventure",2000.0,Dean Hallo,,,actor,"tt0101587,tt0106856,tt0104291,tt0078638",Offensive pour un flic,FR,fr,0,"When deadly anthrax missiles are stolen by a militia, ATF agent Ethan Carter must go undercover and join the group to save the country from disaster."
tt0217654,9,nm0356698,actor,Major Wilson,3.5,834,nm0691061,"nm0490370,nm0676248",movie,Militia,0.0,2000.0,89.0,"Action,Adventure",2000.0,Dean Hallo,,,actor,"tt0101587,tt0106856,tt0104291,tt0078638",Undercover,FR,fr,0,"When deadly anthrax missiles are stolen by a militia, ATF agent Ethan Carter must go undercover and join the group to save the country from disaster."
tt0216625,8,nm0315640,actress,Maria,7.1,15272,nm0359734,nm0359734,movie,Code inconnu: Récit incomplet de divers voyages,0.0,2000.0,118.0,Drama,2000.0,Luminita Gheorghiu,1949.0,2021.0,actress,"tt1032846,tt0456149,tt2187115,tt1353168",Projet inconnu,FR,fr,0,"A series of events unfold like a chain reaction, all stemming from a minor event that brings the film's five characters together. Set in Paris, France, Anne is an actress whose boyfriend Georges photographs the war in Kosovo. Georges' brother, Jean, is looking for the entry code to Georges' apartment. These characters' lives interconnect with a Romanian immigrant and a deaf teacher."
tt0216625,8,nm0315640,actress,Maria,7.1,15272,nm0359734,nm0359734,movie,Code inconnu: Récit incomplet de divers voyages,0.0,2000.0,118.0,Drama,2000.0,Luminita Gheorghiu,1949.0,2021.0,actress,"tt1032846,tt0456149,tt2187115,tt1353168",Code inconnu,FR,fr,0,"A series of events unfold like a chain reaction, all stemming from a minor event that brings the film's five characters together. Set in Paris, France, Anne is an actress whose boyfriend Georges photographs the war in Kosovo. Georges' brother, Jean, is looking for the entry code to Georges' apartment. These characters' lives interconnect with a Romanian immigrant and a deaf teacher."
tt0377992,8,nm0036626,actor,Elderly Priest,7.8,4235,nm0767697,nm0326089,movie,The Visual Bible: The Gospel of John,0.0,2003.0,180.0,"Biography,Drama,History",2000.0,Sean Arnold,1941.0,2020.0,actor,"tt0081831,tt0096601,tt0166037,tt0081809",L'Évangile de Jean,FR,fr,0,A word for word depiction of the life of Jesus Christ from the Good News Translation Bible as recorded in the Gospel of John.
tt0377992,8,nm0036626,actor,Elderly Priest,7.8,4235,nm0767697,nm0326089,movie,The Visual Bible: The Gospel of John,0.0,2003.0,180.0,"Biography,Drama,History",2000.0,Sean Arnold,1941.0,2020.0,actor,"tt0081831,tt0096601,tt0166037,tt0081809",The Visual Bible: The Gospel of John,FR,fr,0,A word for word depiction of the life of Jesus Christ from the Good News Translation Bible as recorded in the Gospel of John.
tt0234652,6,nm0711389,actor,Dr. Fricke,2.9,1646,nm0093051,nm0093051,movie,Sanctimony,0.0,2000.0,87.0,"Crime,Horror,Thriller",2000.0,Michael Rasmussen,1948.0,,actor,"tt0306519,tt0408318,tt0220307,tt0234652",Sanctimony,FR,fr,0,"A handsome, brilliant stock trader, bored with his existence, becomes a serial killer."
tt0196158,15,nm0298915,producer,unknown,3.5,7775,nm0089502,nm0546803,movie,Ticker,0.0,2001.0,92.0,"Action,Crime,Thriller",2000.0,George Furla,1960.0,,producer,"tt1091191,tt1272878,tt1855199,tt0462499",Explosion imminente,FR,fr,0,"Ray Nettles, a detective of San Francisco, and his partner Fuzzy must take up to one of the most dangerous terrorist gangs of the city. When one of the terrorists, the beautiful scientist Claire Manning is arrested, Swan, the leader of the terrorists, claims he will detonate bombs throughout the city if she is not released. Because of the possible bloodshed, Nettles calls for the help of explosive expert Frank Glass..."
tt0265709,13,nm0326533,writer,unknown,5.7,2054,nm0286322,"nm0286322,nm0326533,nm0576539",movie,Scenes of the Crime,0.0,2001.0,91.0,"Action,Drama,Thriller",2000.0,Daniel Golka,,,writer,tt0265709,La loi des armes,FR,fr,0,"A young man about to get married earns extra cash by driving a local mobster, but things go awry when the mobster is shot dead by a rival crime boss."
tt0283559,4,nm0234235,actor,Bo Cooper,5.7,1052,nm0301903,"nm0301903,nm0108132",movie,Pressure,0.0,2002.0,90.0,"Action,Thriller",2000.0,Adrien Dorval,1963.0,2021.0,actor,"tt0184894,tt1259571,tt0296572,tt0120901",La dernière traque,FR,fr,0,Two med students must struggle to survive after an unusual shooting incident catapults them into a world of trouble...
tt0239986,3,nm0050165,actress,Young Hooker,6.4,6928,nm0122653,nm0122653,movie,Sidewalks of New York,0.0,2001.0,108.0,"Comedy,Romance",2000.0,Penny Balfour,,,actress,"tt0940657,tt0940656,tt0203259",Rencontres à Manhattan,FR,fr,0,"The film follows the marital and dating lives of three men and three women who unknowingly form a tangled web of relationships. Interspersing ""man on the street"" interviews with scenes from the six characters' lives, the film weaves a humorous and biting commentary on the game of love -- easy to start, hard to finish."
tt0346094,6,nm0149192,actress,Mother,7.5,23029,nm0149196,nm0149196,movie,Uzak,0.0,2002.0,110.0,Drama,2000.0,Fatma Ceylan,,,actress,"tt0234217,tt0498097,tt0263031,tt0346094",Lointain,FR,fr,0,"Uzak/Distant chronicles the numbing loneliness, longing, and isolation in the lives of two men who are consumed by their own problems. Istanbul photographer Mahmut reluctantly receives his relative Yusuf, but the mingling of their lives does little to alleviate their detachment."
tt0346094,6,nm0149192,actress,Mother,7.5,23029,nm0149196,nm0149196,movie,Uzak,0.0,2002.0,110.0,Drama,2000.0,Fatma Ceylan,,,actress,"tt0234217,tt0498097,tt0263031,tt0346094",Uzak,FR,fr,0,"Uzak/Distant chronicles the numbing loneliness, longing, and isolation in the lives of two men who are consumed by their own problems. Istanbul photographer Mahmut reluctantly receives his relative Yusuf, but the mingling of their lives does little to alleviate their detachment."
tt0456149,3,nm1621287,actress,Dr. Zamfir,7.8,15980,nm1090998,"nm1090998,nm1146102",movie,Moartea domnului Lazarescu,0.0,2005.0,153.0,"Comedy,Drama",2000.0,Alina Berzunteanu,1974.0,,actress,"tt2463808,tt2078586,tt0456149,tt2258281",La mort de Dante Lazarescu,FR,fr,0,"Mr. Lazarescu is a retired Romanian engineer, spending his time in the company of his cats and booze. When he starts feeling unusually ill, he first seeks painkillers from his neighbors. It soon becomes apparent that Lazarescu is indeed sick, and an ambulance arrives with a nurse who has a few ideas about what could be the problem. However, a major traffic accident and poor organization leaves little room in Romanian hospitals for the fading Lazarescu."
tt0456149,3,nm1621287,actress,Dr. Zamfir,7.8,15980,nm1090998,"nm1090998,nm1146102",movie,Moartea domnului Lazarescu,0.0,2005.0,153.0,"Comedy,Drama",2000.0,Alina Berzunteanu,1974.0,,actress,"tt2463808,tt2078586,tt0456149,tt2258281",La mort de Monsieur Lazarescu,FR,fr,0,"Mr. Lazarescu is a retired Romanian engineer, spending his time in the company of his cats and booze. When he starts feeling unusually ill, he first seeks painkillers from his neighbors. It soon becomes apparent that Lazarescu is indeed sick, and an ambulance arrives with a nurse who has a few ideas about what could be the problem. However, a major traffic accident and poor organization leaves little room in Romanian hospitals for the fading Lazarescu."
tt0428038,1,nm0714147,actress,Young Inge,7.1,4160,nm0783180,"nm0915978,nm0783180",movie,Sweet Land,0.0,2005.0,110.0,"Drama,Romance",2000.0,Elizabeth Reaser,1975.0,,actress,"tt1099212,tt0356680,tt4361050,tt1625346",Sweet Land,FR,fr,0,"Set in 1920, Inge travels from Germany to rural Minnesota in order to meet the man destined to be her husband."
tt0330111,4,nm1708581,actor,Jose's Entourage,5.6,4793,nm0211072,"nm1268479,nm1267847,nm0211072",movie,The Calcium Kid,0.0,2004.0,89.0,"Comedy,Sport",2000.0,Julian Zapata,,,actor,tt0330111,Calcium kid,FR,fr,0,"When milkman Jimmy Connelly accidentally puts Britain's contender for the World title out of action, he is propelled from amateur boxer to the world stage and announced as the replacement contender for the championship fight."
tt0318725,3,nm0840486,actor,Monsieur Saito,7.0,4829,nm0006734,"nm0636569,nm0006734",movie,Stupeur et tremblements,0.0,2003.0,107.0,"Comedy,Drama",2000.0,Tarô Suwa,1954.0,,actor,"tt0266308,tt4262980,tt0308379,tt1069238",Stupeur et tremblements,FR,fr,0,"Amélie, a young Belgian woman, having spent her childhood in Japan, decides to return to live there and tries to integrate in the Japanese society. She is determined to be a ""real Japanese"" before her year contract runs out, though it precisely this determination that is incompatable with Japanese humility. Though she is hired for a choice position as a translator at an import/export firm, her inability to understand Japanese cultural norms results in increasingly humiliating demotions. Though Amelie secretly adulates her, her immediate supervisor takes sadistic pleasure in belittling her all along. She finally manages to break Amelie's will by making her the bathroom attendant, and is delighted when Amelie tells her the she will not renew her contract. Amelie realizes that she is finally a real Japanese when she enters the company president's office ""with fear and trembling,"" which could only be possible because her determination was broken by Miss Fubuki's systematic torture."
tt0410403,9,nm3981376,actress,Renee Jordan,5.3,922,nm0632700,nm0632700,movie,Only the Brave,0.0,2006.0,99.0,"Drama,War",2000.0,Sara Shields,,,actress,tt0410403,L'honneur des guerriers,FR,fr,0,"A searing portrait of war and prejudice, 'Only the Brave' takes you on a haunting journey into the hearts and minds of the forgotten heroes of WWII - the Japanese-American 100th/442nd."
tt0270846,9,nm0280313,actor,Kahuna,1.5,31718,nm0163706,"nm0335835,nm0559228,nm0666999,nm0003134",movie,Superbabies: Baby Geniuses 2,0.0,2004.0,88.0,"Comedy,Family,Sci-Fi",2000.0,Leo Fitzgerald,,,actor,"tt0270846,tt0118665",Les p'tits genies 2,FR,fr,0,"Following on from the plot of the last movie, babies can communicate with each other using 'baby talk', and have an innate knowledge of the secrets of the universe. The baby geniuses become involved in a scheme by media mogul Bill Biscane (Jon Voight). Helping the geniuses is a legendary superbaby named Kahuna. He joins up with several other babies in an attempt to stop Biscane, who intends to use a state-of-the-art satellite system to control the world's population."
tt0270846,9,nm0280313,actor,Kahuna,1.5,31718,nm0163706,"nm0335835,nm0559228,nm0666999,nm0003134",movie,Superbabies: Baby Geniuses 2,0.0,2004.0,88.0,"Comedy,Family,Sci-Fi",2000.0,Leo Fitzgerald,,,actor,"tt0270846,tt0118665",P'tits génies 2,FR,fr,0,"Following on from the plot of the last movie, babies can communicate with each other using 'baby talk', and have an innate knowledge of the secrets of the universe. The baby geniuses become involved in a scheme by media mogul Bill Biscane (Jon Voight). Helping the geniuses is a legendary superbaby named Kahuna. He joins up with several other babies in an attempt to stop Biscane, who intends to use a state-of-the-art satellite system to control the world's population."
tt0271580,2,nm0789793,actor,Nathan's First Pick-up,7.1,1542,nm0776224,nm0776224,movie,Jet Boy,0.0,2001.0,99.0,Drama,2000.0,Joe Norman Shaw,1957.0,,actor,"tt0870204,tt0460681,tt0309221,tt0101069",Jet Boy,FR,fr,0,A coming-of-age story of a reluctant 13-year-old hustler named Nathan who will do whatever it takes to feel loved.
tt0415127,5,nm0844142,actress,Brown felesége,7.0,4491,"nm0850601,nm0398555","nm0799442,nm0850601,nm0470004",movie,A londoni férfi,0.0,2007.0,139.0,"Crime,Drama,Mystery",2000.0,Ági Szirtes,1955.0,,actress,"tt0234499,tt0382664,tt0077982,tt0415127",L'homme de Londres,FR,fr,0,A switchman at a seaside railway witnesses a murder but does not report it after he finds a suitcase full of money at the scene of the crime.
tt0426550,2,nm0042316,actress,Jane,2.5,3212,nm0299923,nm1733286,movie,Popstar,0.0,2005.0,94.0,"Comedy,Family,Romance",2000.0,Alana Austin,1982.0,,actress,"tt0111194,tt0115216,tt0273842,tt0293832",Popstar,FR,fr,0,A teenage girls life gets turned upside down when a new school friend turns out to be a popstar.
tt0429727,10,nm0207731,actor,Silvio Berlusconi,6.7,5314,nm0604335,"nm0604335,nm0772144,nm1154102,nm1703635",movie,Il caimano,0.0,2006.0,112.0,"Comedy,Drama,Romance",2000.0,Elio De Capitani,1953.0,,actor,"tt0086332,tt0429727,tt7986044,tt9421456",Le caïman,FR,fr,0,"Bruno Bonomo was a famous producer of B-movies in the ‘70s. After a long hiatus, Bonomo offers a screenplay to RAI centered on the figure of Italy’s prime minister and media tycoon Silvio Berlusconi, a subject so controversial that even the public television broadcaster refuses to produce it"
tt0219288,10,nm0148706,actress,Robert's mother,7.5,3271,nm0648576,"nm0196450,nm0954500",movie,Samotári,0.0,2000.0,103.0,Comedy,2000.0,Emma Cerná,1937.0,2018.0,actress,"tt0116790,tt1224378,tt0076690,tt0232475",Les solitaires,FR,fr,0,"Robert works for a travel agency and helps to arrange scenes from the everyday lives of ""ordinary"" Czech families as an attraction for Japanese tourists. He also works as a kind of matchmaker and occasionally helps to put together some of his friends. He helps to separate his friend Hanka from Peter, an announcer for an independent radio station who tries to capture ""real"" life by recording the moments from ""reality"" and playing them over the air. Vesna, came to Prague from Macedonia because it is according to her the best place for UFOs to land, but her real reason for coming is somewhat different... Hanka is followed by the crazy Ondrej, until then a respected brain surgeon, and married with two kids. Through him she meets Jacob, who uses copious amounts of weed in order to be constructive in this gloomy world. On the other hand, this destroys his short-term memory - and he forgets that he already has a girlfriend..."
tt0453172,6,nm7202562,self,Self,6.9,37,"nm0137379,nm1882861","nm0137379,nm1882861",movie,Ni vieux ni traîtres,0.0,2005.0,100.0,Documentary,2000.0,Jean-Marc Rouillan,1952.0,,actor,"tt4536682,tt5180488,tt6397316,tt12276534",Ni vieux ni traîtres,FR,fr,0,Pierre Carles and Georges Minangoy go to meet former French and Catalan partisans engaged in the anti-Franco anarchist struggle of the 1970s.
